abs time (s),Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz,Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz
,N,N,N,N,m,m,N s,N s,N s,N,N,N,N,m,m,N s,N s,N s
2.394167,-7.128514,-13.562059,413.001507,413.285603,-0.029823,-0.374193,-0.066949,0.171787,1183.538734,0.266945,0.294276,-7.338203,7.348951,0.000000,0.000000,-0.377548,-1.463629,-20.368964
2.394583,-7.369760,-13.843927,415.367476,415.663455,-0.031141,-0.371092,-0.063889,0.177517,1183.711552,0.267134,0.334516,-7.338211,7.350687,0.000000,0.000000,-0.377662,-1.463774,-20.371934
2.395000,-7.449921,-13.561932,414.103962,414.392952,-0.030423,-0.373863,-0.060802,0.183218,1183.884205,0.306921,0.455022,-6.080074,6.104797,0.000000,0.000000,-0.377793,-1.463941,-20.374654
2.395417,-7.289217,-14.004630,414.420203,414.720830,-0.030580,-0.373788,-0.057737,0.189008,1184.056957,0.386999,0.254164,-7.500227,7.514504,0.000000,0.000000,-0.377954,-1.464070,-20.377702
2.395833,-7.530399,-13.803751,415.839380,416.136565,-0.031003,-0.373200,-0.054624,0.194757,1184.230103,0.467076,0.374628,-7.814538,7.837442,0.000000,0.000000,-0.378132,-1.464209,-20.380838
2.396250,-7.409650,-13.561932,415.527061,415.814343,-0.030404,-0.372981,-0.051515,0.200427,1184.403349,0.306795,0.254079,-6.394989,6.407384,0.000000,0.000000,-0.378263,-1.464318,-20.383601
2.396667,-7.610624,-13.602235,416.788603,417.079947,-0.030924,-0.371050,-0.048363,0.206106,1184.576945,0.186867,0.173897,-6.395807,6.400899,0.000000,0.000000,-0.378349,-1.464415,-20.386397
2.397083,-7.530399,-13.803496,417.105344,417.401619,-0.030274,-0.371010,-0.045209,0.211830,1184.750706,0.186930,0.454937,-8.289556,8.304134,0.000000,0.000000,-0.378438,-1.464577,-20.389588
2.397500,-7.690976,-13.601726,416.946739,417.239429,-0.030662,-0.372898,-0.042049,0.217528,1184.924488,0.346960,0.334431,-6.396309,6.414436,0.000000,0.000000,-0.378572,-1.464730,-20.392396
2.397917,-7.208929,-13.843417,417.576764,417.868356,-0.030835,-0.371775,-0.038989,0.223282,1185.098402,0.347023,0.414825,-6.553933,6.576210,0.000000,0.000000,-0.378716,-1.464889,-20.395159
2.398333,-7.530209,-13.883594,417.102903,417.401833,-0.031385,-0.373119,-0.035871,0.229072,1185.272294,0.346960,0.294361,-7.185456,7.199848,0.000000,0.000000,-0.378864,-1.465020,-20.397978
2.398750,-7.570417,-14.004122,418.050165,418.353161,-0.030833,-0.372259,-0.032720,0.234877,1185.446481,0.386999,0.294276,-5.294969,5.317242,0.000000,0.000000,-0.379000,-1.465140,-20.400392
2.399167,-7.570417,-13.682714,418.998400,419.290099,-0.030447,-0.371194,-0.029565,0.240608,1185.621031,0.066940,0.254079,-6.394363,6.399759,0.000000,0.000000,-0.379072,-1.465257,-20.403024
2.399583,-7.570544,-13.802859,419.471296,419.766602,-0.031122,-0.372998,-0.026403,0.246357,1185.795909,0.386936,0.374628,-7.028807,7.049411,0.000000,0.000000,-0.379203,-1.465405,-20.405985
2.400000,-7.690976,-13.883466,421.367289,421.666093,-0.030811,-0.369736,-0.023198,0.252133,1185.971259,0.267008,0.374586,-8.127039,8.140047,0.000000,0.000000,-0.379320,-1.465566,-20.409317
2.400417,-7.811535,-13.843290,420.100837,420.401439,-0.030888,-0.372171,-0.019960,0.257896,1186.146389,0.227032,0.454980,-8.446855,8.462146,0.000000,0.000000,-0.379425,-1.465739,-20.412672
2.400833,-7.690976,-13.722253,420.101830,420.396240,-0.029956,-0.371662,-0.016755,0.263633,1186.321541,0.347149,0.294319,-6.398896,6.415061,0.000000,0.000000,-0.379559,-1.465895,-20.415513
2.401250,-7.570353,-13.883720,421.680110,421.976520,-0.031431,-0.371295,-0.013576,0.269418,1186.497055,0.306858,0.615768,-6.867750,6.902124,0.000000,0.000000,-0.379687,-1.466110,-20.418375
2.401667,-7.811409,-14.043914,420.577174,420.884081,-0.030616,-0.372120,-0.010344,0.275264,1186.672438,0.267071,0.334431,-7.339671,7.352139,0.000000,0.000000,-0.379787,-1.466261,-20.421357
2.402083,-7.731056,-14.124902,421.520999,421.828442,-0.030558,-0.371277,-0.007122,0.281121,1186.847984,0.067003,0.213925,-6.710595,6.714338,0.000000,0.000000,-0.379845,-1.466375,-20.424164
2.402500,-7.650768,-13.802859,421.207206,421.502744,-0.030432,-0.372118,-0.003926,0.286886,1187.023542,0.306984,0.455064,-6.241583,6.265675,0.000000,0.000000,-0.379954,-1.466556,-20.426830
2.402917,-7.690849,-13.681950,421.679612,421.971611,-0.030787,-0.371060,-0.000710,0.292604,1187.199187,0.267134,0.575571,-6.710927,6.740860,0.000000,0.000000,-0.380071,-1.466776,-20.429571
2.403333,-7.891697,-13.802223,421.365331,421.665178,-0.030785,-0.371846,0.002564,0.298363,1187.374865,0.306858,0.414740,-6.393048,6.413832,0.000000,0.000000,-0.380201,-1.466952,-20.432301
2.403750,-7.891697,-14.044296,422.625892,422.932815,-0.031163,-0.371229,0.005869,0.304168,1187.550905,0.386936,0.294319,-7.023898,7.040702,0.000000,0.000000,-0.380346,-1.467091,-20.435140
2.404167,-8.132689,-13.601343,423.100262,423.396940,-0.030864,-0.370738,0.009218,0.309891,1187.727229,0.226906,0.414867,-6.397777,6.415228,0.000000,0.000000,-0.380454,-1.467261,-20.437817
2.404583,-7.811092,-13.963690,424.047027,424.348770,-0.030990,-0.370126,0.012520,0.315687,1187.903872,0.266819,0.495177,-5.922249,5.948901,0.000000,0.000000,-0.380565,-1.467451,-20.440437
2.405000,-8.172769,-14.003866,424.362297,424.671945,-0.031235,-0.370366,0.015892,0.321513,1188.080646,0.306858,0.334516,-7.653635,7.667085,0.000000,0.000000,-0.380679,-1.467613,-20.443441
2.405417,-8.052337,-13.923387,424.048994,424.353920,-0.030647,-0.370651,0.019256,0.327331,1188.257289,0.146892,0.495261,-6.709118,6.728977,0.000000,0.000000,-0.380760,-1.467797,-20.446302
2.405833,-8.052337,-14.084217,423.101240,423.412169,-0.031342,-0.371982,0.022614,0.333161,1188.433767,0.266819,0.334558,-6.708975,6.722608,0.000000,0.000000,-0.380863,-1.467953,-20.449087
2.406250,-8.092481,-13.681567,424.837159,425.134432,-0.031132,-0.369341,0.025966,0.338898,1188.610662,0.266882,0.414825,-6.559953,6.578471,0.000000,0.000000,-0.380980,-1.468134,-20.451863
2.406667,-7.851362,-13.802606,424.836169,425.132833,-0.031161,-0.370888,0.029263,0.344643,1188.787699,0.346960,0.615725,-7.029934,7.065372,0.000000,0.000000,-0.381119,-1.468377,-20.454759
2.407083,-7.971922,-13.843036,425.153388,425.453387,-0.032214,-0.371383,0.032593,0.350403,1188.964792,0.347023,0.615768,-7.026192,7.061655,0.000000,0.000000,-0.381241,-1.468619,-20.457611
2.407500,-8.212977,-13.762174,424.678056,424.980355,-0.031830,-0.371419,0.035992,0.356142,1189.141873,0.026901,0.414952,-5.926484,5.941054,0.000000,0.000000,-0.381277,-1.468814,-20.460211
2.407917,-8.132625,-13.762047,426.099685,426.399432,-0.030722,-0.370053,0.039409,0.361879,1189.319370,0.067003,0.535458,-6.712389,6.734045,0.000000,0.000000,-0.381300,-1.469021,-20.462920
2.408333,-8.454095,-13.802223,426.888827,427.195557,-0.031014,-0.370010,0.042895,0.367616,1189.497164,0.027027,0.414910,-6.230842,6.244700,0.000000,0.000000,-0.381303,-1.469205,-20.465671
2.408750,-8.253248,-13.641137,426.571109,426.868959,-0.031838,-0.370822,0.046340,0.373328,1189.674880,-0.133002,0.455107,-7.972486,7.986573,0.000000,0.000000,-0.381278,-1.469375,-20.468729
2.409167,-8.132689,-13.882321,425.939587,426.243347,-0.031434,-0.370565,0.049731,0.379096,1189.852410,0.146892,0.214009,-5.925363,5.931045,0.000000,0.000000,-0.381317,-1.469503,-20.471460
2.409583,-8.052464,-13.882321,426.098207,426.400332,-0.031198,-0.371595,0.053092,0.384874,1190.030005,0.107042,0.535458,-7.655585,7.675035,0.000000,0.000000,-0.381381,-1.469693,-20.474585
2.410000,-8.052210,-13.802350,427.045966,427.344826,-0.030973,-0.371039,0.056461,0.390623,1190.207886,0.346897,0.374797,-8.445383,8.460810,0.000000,0.000000,-0.381486,-1.469866,-20.477961
2.410417,-8.253121,-13.681823,427.204090,427.502796,-0.031481,-0.370010,0.059874,0.396329,1190.385866,0.026775,0.455107,-7.184317,7.198767,0.000000,0.000000,-0.381539,-1.470058,-20.480966
2.410833,-8.092545,-13.641137,427.046463,427.340907,-0.030814,-0.370023,0.063283,0.402010,1190.563846,0.306795,0.575486,-6.079262,6.114142,0.000000,0.000000,-0.381634,-1.470284,-20.483586
2.411250,-8.454095,-13.560658,427.519847,427.818399,-0.030346,-0.371305,0.066772,0.407680,1190.741924,0.106916,0.495304,-6.236230,6.256782,0.000000,0.000000,-0.381692,-1.470490,-20.486196
2.411667,-8.333472,-13.762174,427.202621,427.505467,-0.030694,-0.371555,0.070247,0.413389,1190.920101,0.107042,0.414740,-6.554908,6.568888,0.000000,0.000000,-0.381748,-1.470669,-20.488894
2.412083,-8.253502,-13.600961,429.416331,429.710940,-0.031471,-0.370686,0.073686,0.419075,1191.098805,0.267071,0.414783,-6.396638,6.415633,0.000000,0.000000,-0.381851,-1.470836,-20.491570
2.412500,-8.173023,-13.721488,428.465633,428.763194,-0.031086,-0.371237,0.077094,0.424776,1191.277497,0.306921,0.334473,-6.395804,6.411894,0.000000,0.000000,-0.381962,-1.470981,-20.494301
2.412917,-8.132942,-13.600708,429.888246,430.180227,-0.029370,-0.368871,0.080505,0.430449,1191.456584,0.106853,0.334516,-7.338208,7.346606,0.000000,0.000000,-0.382043,-1.471115,-20.497063
2.413333,-8.414078,-13.560658,430.834523,431.129997,-0.030964,-0.368574,0.083975,0.436093,1191.635989,0.426974,0.254079,-4.028039,4.058566,0.000000,0.000000,-0.382187,-1.471229,-20.499081
2.413750,-8.173023,-13.440130,430.205953,430.493434,-0.031193,-0.368356,0.087391,0.441710,1191.815362,0.266819,0.294403,-5.607162,5.621221,0.000000,0.000000,-0.382323,-1.471363,-20.501417
2.414167,-8.092671,-13.560786,431.307904,431.596912,-0.030892,-0.368298,0.090780,0.447369,1191.994964,0.466824,0.495219,-7.180086,7.212267,0.000000,0.000000,-0.382490,-1.471558,-20.504300
2.414583,-8.253502,-13.801968,430.836483,431.136510,-0.030214,-0.368289,0.094205,0.453072,1192.174633,0.266882,0.535501,-7.184795,7.209665,0.000000,0.000000,-0.382626,-1.471776,-20.507184
2.415000,-8.213104,-13.359271,432.574848,432.859012,-0.030940,-0.367499,0.097621,0.458675,1192.354751,0.426786,0.495304,-5.610090,5.648060,0.000000,0.000000,-0.382782,-1.471976,-20.509663
2.415417,-8.092671,-13.439748,432.571427,432.855816,-0.031106,-0.369024,0.101038,0.464266,1192.534880,0.266882,0.374755,-6.081551,6.098928,0.000000,0.000000,-0.382901,-1.472144,-20.512098
2.415833,-8.614863,-13.399574,430.991672,431.285968,-0.030697,-0.369357,0.104561,0.469861,1192.714690,0.227095,0.414867,-5.127583,5.149348,0.000000,0.000000,-0.383016,-1.472330,-20.514346
2.416250,-8.173086,-13.520228,432.730026,433.018327,-0.030395,-0.369775,0.108008,0.475466,1192.894863,0.466950,0.655965,-5.770003,5.825913,0.000000,0.000000,-0.383174,-1.472573,-20.516727
2.416667,-8.333791,-13.238488,432.573871,432.856632,-0.030463,-0.369814,0.111472,0.481013,1193.075233,0.186867,0.454980,-6.079256,6.099121,0.000000,0.000000,-0.383277,-1.472771,-20.519216
2.417083,-8.373998,-13.399574,434.308305,434.595647,-0.030260,-0.368446,0.114944,0.486576,1193.256118,0.267071,0.374755,-5.763004,5.781348,0.000000,0.000000,-0.383383,-1.472919,-20.521716
2.417500,-8.173023,-13.278409,434.938840,435.218232,-0.030088,-0.367672,0.118369,0.492120,1193.437244,0.266819,0.173939,-6.871175,6.878553,0.000000,0.000000,-0.383477,-1.473022,-20.524458
2.417917,-8.253502,-13.318967,434.150192,434.432854,-0.029903,-0.369227,0.121786,0.497664,1193.618228,0.026838,0.414910,-6.236387,6.250231,0.000000,0.000000,-0.383527,-1.473164,-20.527101
2.418333,-8.012701,-13.278791,434.624567,434.901188,-0.030281,-0.368701,0.125150,0.503197,1193.799321,0.346960,0.214009,-6.244043,6.257336,0.000000,0.000000,-0.383647,-1.473287,-20.529681
2.418750,-8.133132,-13.238615,435.098923,435.376253,-0.030462,-0.368938,0.128530,0.508733,1193.980525,0.306984,0.495219,-5.926015,5.954590,0.000000,0.000000,-0.383775,-1.473465,-20.532237
2.419167,-8.133132,-13.479160,434.308321,434.593550,-0.029677,-0.369964,0.131919,0.514327,1194.161695,0.266945,0.374670,-6.868727,6.884116,0.000000,0.000000,-0.383891,-1.473638,-20.535012
2.419583,-8.133070,-13.399445,436.518597,436.799929,-0.030286,-0.368099,0.135299,0.519915,1194.343347,0.307110,0.495219,-6.550848,6.576715,0.000000,0.000000,-0.384000,-1.473828,-20.537763
2.420000,-8.012447,-13.398809,435.411750,435.691541,-0.029996,-0.370178,0.138655,0.525487,1194.525043,0.066814,0.374713,-6.550198,6.561247,0.000000,0.000000,-0.384061,-1.474001,-20.540515
2.420417,-8.133070,-13.238106,438.253042,438.528360,-0.029788,-0.367292,0.142024,0.531020,1194.707441,0.306732,0.495177,-6.873614,6.898250,0.000000,0.000000,-0.384189,-1.474212,-20.543400
2.420833,-7.972302,-13.318585,438.098352,438.373253,-0.029742,-0.367287,0.145371,0.536563,1194.889882,0.546965,0.696035,-7.496810,7.548894,0.000000,0.000000,-0.384397,-1.474447,-20.546415
2.421250,-8.173404,-13.318203,436.516151,436.795752,-0.029977,-0.368871,0.148768,0.542127,1195.071951,0.507052,0.093418,-6.557696,6.577934,0.000000,0.000000,-0.384597,-1.474544,-20.549179
2.421667,-8.253502,-13.519845,437.621520,437.908097,-0.029967,-0.369051,0.152190,0.547738,1195.254205,0.306984,0.334516,-6.080552,6.097479,0.000000,0.000000,-0.384734,-1.474658,-20.551768
2.422083,-8.092671,-13.398936,437.463902,437.743861,-0.029769,-0.369326,0.155584,0.553329,1195.436592,0.227032,0.213967,-6.399086,6.406686,0.000000,0.000000,-0.384853,-1.474776,-20.554478
2.422500,-8.253502,-13.398809,438.885037,439.167080,-0.029578,-0.368256,0.159012,0.558923,1195.619384,0.506737,0.495219,-7.340654,7.374769,0.000000,0.000000,-0.385042,-1.474948,-20.557471
2.422917,-8.253565,-13.559257,439.199322,439.486085,-0.029858,-0.368979,0.162426,0.564559,1195.802471,0.466761,0.294403,-7.341966,7.362676,0.000000,0.000000,-0.385228,-1.475110,-20.560519
2.423333,-7.891824,-13.519210,440.779556,441.057441,-0.029192,-0.367662,0.165756,0.570194,1195.985921,0.307110,0.655922,-7.185456,7.221865,0.000000,0.000000,-0.385387,-1.475328,-20.563557
2.423750,-8.133070,-13.519463,439.359396,439.642584,-0.030088,-0.368471,0.169142,0.575828,1196.169152,0.586815,0.213967,-7.655095,7.680535,0.000000,0.000000,-0.385587,-1.475453,-20.566659
2.424167,-8.333981,-13.519336,440.306177,440.592507,-0.029697,-0.368684,0.172601,0.581463,1196.352569,0.227032,0.294234,-6.871665,6.881707,0.000000,0.000000,-0.385718,-1.475573,-20.569555
2.424583,-8.333791,-13.559640,440.621923,440.909282,-0.029676,-0.369167,0.176073,0.587110,1196.536249,0.387062,0.334558,-6.552963,6.572904,0.000000,0.000000,-0.385862,-1.475709,-20.572275
2.425000,-8.334108,-13.559766,442.199709,442.486054,-0.029421,-0.366351,0.179521,0.592749,1196.720433,0.306858,0.334558,-6.082673,6.099590,0.000000,0.000000,-0.385993,-1.475849,-20.574842
2.425417,-7.972366,-13.398300,442.831224,443.105592,-0.029570,-0.367594,0.182862,0.598346,1196.904924,0.267008,0.334473,-6.082670,6.097708,0.000000,0.000000,-0.386104,-1.475985,-20.577321
2.425833,-7.892014,-13.438474,443.147480,443.421431,-0.028959,-0.367827,0.186161,0.603948,1197.089503,0.226906,0.294403,-5.293046,5.306081,0.000000,0.000000,-0.386215,-1.476130,-20.579691
2.426250,-7.972557,-13.519210,442.517443,442.795684,-0.029141,-0.368341,0.189497,0.609567,1197.273951,0.426974,0.575528,-6.865620,6.902918,0.000000,0.000000,-0.386360,-1.476356,-20.582453
2.426667,-8.253565,-13.398045,442.830739,443.110249,-0.029087,-0.368594,0.192911,0.615150,1197.458475,0.146892,0.655880,-7.025049,7.057129,0.000000,0.000000,-0.386443,-1.476593,-20.585490
2.427083,-8.173340,-13.277517,443.305111,443.579212,-0.029289,-0.368836,0.196333,0.620699,1197.643218,0.186867,0.213925,-8.760174,8.764778,0.000000,0.000000,-0.386532,-1.476744,-20.588855
2.427500,-8.333917,-13.398427,444.251889,444.532015,-0.029506,-0.368035,0.199784,0.626270,1197.828356,0.386936,0.655922,-6.390445,6.435661,0.000000,0.000000,-0.386669,-1.476972,-20.591748
2.427917,-8.173340,-13.358124,445.673016,445.948069,-0.028910,-0.366744,0.203206,0.631842,1198.014020,0.226906,0.455022,-7.343435,7.361017,0.000000,0.000000,-0.386760,-1.477176,-20.594731
2.428333,-8.253502,-13.397918,446.620780,446.897915,-0.028395,-0.365220,0.206620,0.637424,1198.199981,0.026712,0.455064,-7.184144,7.198592,0.000000,0.000000,-0.386813,-1.477368,-20.597779
2.428750,-7.972239,-13.438348,445.671060,445.944884,-0.028635,-0.368225,0.209981,0.643023,1198.385765,0.427100,0.495261,-7.810289,7.837622,0.000000,0.000000,-0.386952,-1.477578,-20.600924
2.429167,-8.253755,-13.478269,445.989751,446.269702,-0.028434,-0.366470,0.213392,0.648631,1198.571605,0.266945,0.575486,-6.869213,6.898444,0.000000,0.000000,-0.387075,-1.477809,-20.603863
2.429583,-8.133070,-13.397918,446.462643,446.737667,-0.028789,-0.366710,0.216808,0.654219,1198.757532,0.266693,0.535458,-7.024572,7.049997,0.000000,0.000000,-0.387191,-1.478015,-20.606822
2.430000,-8.414332,-13.398300,445.512921,445.793762,-0.028221,-0.368485,0.220272,0.659796,1198.943393,0.346771,0.254248,-7.653649,7.665718,0.000000,0.000000,-0.387327,-1.478152,-20.609957
2.430417,-8.092988,-13.317821,447.886238,448.157274,-0.028627,-0.366911,0.223672,0.665351,1199.129793,0.306984,0.414952,-7.496970,7.514718,0.000000,0.000000,-0.387447,-1.478300,-20.613080
2.430833,-8.173277,-13.317311,447.093170,447.366132,-0.028445,-0.367686,0.227058,0.670908,1199.316148,0.146955,0.214094,-7.334951,7.339547,0.000000,0.000000,-0.387525,-1.478420,-20.616137
2.431250,-7.972493,-13.438094,447.251788,447.524642,-0.028384,-0.368406,0.230422,0.676482,1199.502568,0.226969,0.454980,-7.185622,7.203588,0.000000,0.000000,-0.387619,-1.478590,-20.619043
2.431667,-8.374188,-13.196784,448.356680,448.629017,-0.028489,-0.367156,0.233867,0.681997,1199.689285,0.306984,0.414910,-5.760224,5.783301,0.000000,0.000000,-0.387731,-1.478771,-20.621641
2.432083,-8.133323,-13.196784,448.040439,448.308533,-0.028094,-0.367170,0.237261,0.687510,1199.876034,0.146955,0.495304,-7.183516,7.202070,0.000000,0.000000,-0.387806,-1.478980,-20.624535
2.432500,-7.972557,-13.397408,448.671450,448.942226,-0.028072,-0.367862,0.240597,0.693076,1200.062969,0.186930,0.615725,-7.183660,7.212422,0.000000,0.000000,-0.387881,-1.479217,-20.627528
2.432917,-8.012701,-13.357741,449.143869,449.413894,-0.028554,-0.368093,0.243944,0.698630,1200.250025,0.186930,0.455022,-7.186604,7.203420,0.000000,0.000000,-0.387970,-1.479423,-20.630489
2.433333,-8.173277,-13.156352,448.356201,448.623645,-0.027329,-0.367904,0.247319,0.704137,1200.437070,0.346960,0.535374,-6.707337,6.737609,0.000000,0.000000,-0.388095,-1.479647,-20.633274
2.433750,-7.892205,-13.317311,450.882730,451.148394,-0.027502,-0.366068,0.250635,0.709680,1200.624730,0.227032,0.615979,-6.082024,6.117352,0.000000,0.000000,-0.388209,-1.479872,-20.635884
2.434167,-8.012828,-13.397408,450.408833,450.679279,-0.028179,-0.367055,0.253968,0.715246,1200.812455,0.386936,0.254248,-6.551992,6.568331,0.000000,0.000000,-0.388348,-1.480006,-20.638581
2.434583,-8.052972,-13.236832,450.725582,450.991812,-0.027419,-0.366818,0.257324,0.720783,1201.000257,0.226969,0.294403,-6.551023,6.561561,0.000000,0.000000,-0.388451,-1.480129,-20.641377
2.435000,-8.093243,-13.397662,451.040836,451.312346,-0.027983,-0.367031,0.260696,0.726338,1201.188169,0.186867,0.334558,-7.503991,7.513769,0.000000,0.000000,-0.388534,-1.480271,-20.644296
2.435417,-8.133387,-13.156734,451.041811,451.306954,-0.026948,-0.367796,0.264071,0.731839,1201.376092,0.226780,0.414910,-5.457676,5.478121,0.000000,0.000000,-0.388626,-1.480450,-20.646832
2.435833,-7.972747,-13.196019,450.883208,451.146724,-0.027491,-0.368287,0.267407,0.737329,1201.564015,0.226780,0.575655,-7.185309,7.211898,0.000000,0.000000,-0.388721,-1.480676,-20.649695
2.436250,-8.013018,-13.116304,451.514723,451.776262,-0.027742,-0.366802,0.270737,0.742817,1201.752212,0.226654,0.535331,-7.027192,7.051197,0.000000,0.000000,-0.388840,-1.480893,-20.652645
2.436667,-7.932539,-13.357232,453.092506,453.358754,-0.027215,-0.365986,0.274042,0.748368,1201.940858,0.586878,0.414910,-7.185453,7.221309,0.000000,0.000000,-0.389040,-1.481074,-20.655584
2.437083,-7.852124,-13.397662,452.620110,452.886429,-0.026593,-0.367463,0.277331,0.753945,1202.129603,0.306858,0.414994,-6.556894,6.577176,0.000000,0.000000,-0.389193,-1.481244,-20.658382
2.437500,-8.012828,-13.357232,454.353573,454.620490,-0.027714,-0.365455,0.280661,0.759500,1202.318731,0.386936,0.374670,-6.872652,6.893724,0.000000,0.000000,-0.389357,-1.481417,-20.661310
2.437917,-8.053035,-13.155716,453.407766,453.670064,-0.027036,-0.365998,0.284008,0.765006,1202.507793,0.506926,0.575655,-8.128022,8.164134,0.000000,0.000000,-0.389540,-1.481635,-20.664566
